"","","",""
"0-0-0-147-258-4688-1","0","0","0"
"0-0-0-141-258-1115-1","0","0","0"
"0-0-6-150-258-39-1","0","0","0"
"0-0-3-151-258-966-1","0","0","0"
"0-0-0-148-258-1107-1","0","0","0"
"0-0-0-148-258-3279-1","0","0","0"
"0-0-8-151-258-4222-1","0","0","0"
"0-0-2-150-258-670-1","0","0","0"
"0-0-0-146-258-3700-1","0","0","0"
"0-0-0-143-258-1938-1","0","0","0"
"0-0-3-151-258-38-1","0","0","0"
"0-0-0-151-258-5109-1","0","0","0"
"0-0-1-143-258-1038-1","0","0","0"
"0-0-4-151-258-857-1","0","0","0"
"0-0-8-151-258-1212-1","0","0","0"
"0-0-0-146-258-2862-1","0","0","0"
"0-0-0-152-258-37-1","0","0","0"
"0-0-0-141-258-548-1","0","0","0"
"0-0-7-153-258-1466-1","0","0","0"
"0-0-1-146-258-961-1","0","0","0"
"0-0-0-147-258-1453-1","0","0","0"
"0-0-1-151-258-3340-1","0","0","0"
"0-0-1-149-258-2214-1","0","0","0"
"0-0-0-144-258-7507-1","0","0","0"
"0-0-0-149-258-141-1","0","0","0"
"0-0-5-148-258-17-1","0","0","0"
"0-0-0-150-258-1170-1","0","0","0"
"0-0-1-148-258-2785-1","0","0","0"
"0-0-1-143-258-8-1","0","0","0"
"0-0-6-151-258-547-1","0","0","0"
"0-0-1-149-258-1376-1","0","0","0"
"0-0-10-152-258-158-1","0","0","0"
"0-0-0-152-258-1993-1","0","0","0"
"0-0-7-150-258-3010-1","0","0","0"
"0-0-0-141-258-1235-1","0","0","0"
"0-0-7-150-258-258-1","0","0","0"
"0-0-0-148-258-1227-1","0","0","0"
"0-0-7-151-258-438-1","0","0","0"
"0-0-0-148-258-3399-1","0","0","0"
"0-0-0-146-258-3820-1","0","0","0"
"0-0-1-141-258-122-1","0","0","0"
"0-0-1-145-258-2819-1","0","0","0"
"0-0-5-151-258-3115-1","0","0","0"
"0-0-1-148-258-3743-1","0","0","0"
"0-0-0-151-258-2219-1","0","0","0"
"0-0-12-154-258-208-1","0","0","0"
"0-0-7-152-258-301-1","0","0","0"
"0-0-0-147-258-1573-1","0","0","0"
"0-0-1-149-258-2334-1","0","0","0"
"0-0-0-149-258-261-1","0","0","0"
"0-0-0-147-258-5766-1","0","0","0"
"0-0-0-150-258-1290-1","0","0","0"
"0-0-2-149-258-268-1","0","0","0"
"0-0-1-152-258-2051-1","0","0","0"
"0-0-9-154-258-3-1","0","0","0"
"0-0-0-148-258-4357-1","0","0","0"
"0-0-1-149-258-1496-1","0","0","0"
"0-0-1-149-258-152-1","0","0","0"
"0-0-7-150-258-378-1","0","0","0"
"0-0-1-146-258-18-1","0","0","0"
"0-0-1-143-258-2116-1","0","0","0"
"0-0-0-148-258-1347-1","0","0","0"
"0-0-0-144-258-1607-1","0","0","0"
"0-0-0-144-258-3779-1","0","0","0"
"0-0-12-151-258-2965-1","0","0","0"
"0-0-1-141-258-242-1","0","0","0"
"0-0-1-148-258-4701-1","0","0","0"
"0-0-1-145-258-2939-1","0","0","0"
"0-0-1-143-258-1278-1","0","0","0"
"0-0-0-147-258-2531-1","0","0","0"
"0-0-1-143-258-602-1","0","0","0"
"0-0-0-151-258-217-1","0","0","0"
"0-0-0-147-258-6724-1","0","0","0"
"0-0-0-139-258-2084-1","0","0","0"
"0-0-0-151-258-2339-1","0","0","0"
"0-0-12-153-258-148-1","0","0","0"
"0-0-6-151-258-2966-1","0","0","0"
"0-0-7-152-258-421-1","0","0","0"
"0-0-0-147-258-1693-1","0","0","0"
"0-0-9-153-258-1375-1","0","0","0"
"0-0-1-149-258-2454-1","0","0","0"
"0-0-0-144-258-7747-1","0","0","0"
"0-0-0-149-258-381-1","0","0","0"
"0-0-4-147-258-1031-1","0","0","0"
"0-0-0-149-258-29-1","0","0","0"
"0-0-1-152-258-2171-1","0","0","0"
"0-0-0-148-258-2305-1","0","0","0"
"0-0-6-151-258-787-1","0","0","0"
"0-0-1-149-258-272-1","0","0","0"
"0-0-4-149-258-1854-1","0","0","0"
"0-0-0-149-258-3068-1","0","0","0"
"0-0-0-141-258-1475-1","0","0","0"
"0-0-0-148-258-1467-1","0","0","0"
"0-0-5-152-258-851-1","0","0","0"
"0-0-0-144-258-1727-1","0","0","0"
"0-0-0-143-258-831-1","0","0","0"
"0-0-1-141-258-362-1","0","0","0"
"0-0-1-149-258-8594-1","0","0","0"
"0-0-0-151-258-5469-1","0","0","0"
"0-0-0-150-258-157-1","0","0","0"
"0-0-1-150-258-5-1","0","0","0"
"0-0-0-147-258-2651-1","0","0","0"
"0-0-1-143-258-722-1","0","0","0"
"0-0-1-149-258-3412-1","0","0","0"
"0-0-2-149-258-31-1","0","0","0"
"0-0-0-151-258-337-1","0","0","0"
"0-0-1-148-258-1811-1","0","0","0"
"0-0-9-150-258-188-1","0","0","0"
"0-0-0-153-258-2620-1","0","0","0"
"0-0-0-148-258-5435-1","0","0","0"
"0-0-12-155-258-628-1","0","0","0"
"0-0-0-148-258-2425-1","0","0","0"
"0-0-0-144-258-4857-1","0","0","0"
"0-0-0-152-258-200-1","0","0","0"
"0-0-1-149-258-392-1","0","0","0"
"0-0-0-149-258-1016-1","0","0","0"
"0-0-2-152-258-207-1","0","0","0"
"0-0-0-141-258-1595-1","0","0","0"
"0-0-6-148-258-832-1","0","0","0"
"0-0-0-148-258-1587-1","0","0","0"
"0-0-0-144-258-1847-1","0","0","0"
"0-0-0-143-258-951-1","0","0","0"
"0-0-0-150-258-4826-1","0","0","0"
"0-0-0-146-258-2039-1","0","0","0"
"0-0-0-148-258-607-1","0","0","0"
"0-0-7-147-258-543-1","0","0","0"
"0-0-0-151-258-5589-1","0","0","0"
"0-0-0-150-258-1816-1","0","0","0"
"0-0-0-150-258-277-1","0","0","0"
"0-0-1-143-258-842-1","0","0","0"
"0-0-0-150-258-3988-1","0","0","0"
"0-0-1-147-258-318-1","0","0","0"
"0-0-1-149-258-3532-1","0","0","0"
"0-0-0-151-258-457-1","0","0","0"
"0-0-1-148-258-1931-1","0","0","0"
"0-0-1-150-258-3088-1","0","0","0"
"0-0-0-147-258-202-1","0","0","0"
"0-0-7-152-258-661-1","0","0","0"
"0-0-1-152-258-1739-1","0","0","0"
"0-0-1-149-258-2694-1","0","0","0"
"0-0-7-153-258-841-1","0","0","0"
"0-0-0-149-258-4146-1","0","0","0"
"0-0-0-148-258-2545-1","0","0","0"
"0-0-7-151-258-5091-1","0","0","0"
"0-0-10-153-258-2514-1","0","0","0"
"0-0-0-152-258-320-1","0","0","0"
"0-0-0-149-258-1136-1","0","0","0"
"0-0-0-153-258-500-1","0","0","0"
"0-0-0-151-258-6547-1","0","0","0"
"0-0-0-144-258-1967-1","0","0","0"
"0-0-1-152-258-211-1","0","0","0"
"0-0-0-148-258-727-1","0","0","0"
"0-0-1-140-258-7030-1","0","0","0"
"0-0-0-151-258-3537-1","0","0","0"
"0-0-0-149-258-907-1","0","0","0"
"0-0-1-147-258-1319-1","0","0","0"
"0-0-1-146-258-258-1","0","0","0"
"0-0-0-150-258-1936-1","0","0","0"
"0-0-0-150-258-397-1","0","0","0"
"0-0-0-147-258-2891-1","0","0","0"
"0-0-1-143-258-962-1","0","0","0"
"0-0-1-147-258-438-1","0","0","0"
"0-0-0-151-258-577-1","0","0","0"
"0-0-1-150-258-1036-1","0","0","0"
"0-0-1-148-258-618-1","0","0","0"
"0-0-0-146-258-142-1","0","0","0"
"0-0-7-154-258-1495-1","0","0","0"
"0-0-0-149-258-5104-1","0","0","0"
"0-0-1-151-258-94-1","0","0","0"
"0-0-0-147-258-322-1","0","0","0"
"0-0-0-148-258-3503-1","0","0","0"
"0-0-12-154-258-688-1","0","0","0"
"0-0-7-152-258-781-1","0","0","0"
"0-0-1-152-258-1859-1","0","0","0"
"0-0-0-149-258-4266-1","0","0","0"
"0-0-0-148-258-2665-1","0","0","0"
"0-0-0-146-258-3117-1","0","0","0"
"0-0-2-151-258-267-1","0","0","0"
"0-0-1-144-258-2025-1","0","0","0"
"0-0-7-151-258-1529-1","0","0","0"
"0-0-0-149-258-1256-1","0","0","0"
"0-0-0-145-258-1516-1","0","0","0"
"0-0-0-145-258-3688-1","0","0","0"
"0-0-1-151-258-151-1","0","0","0"
"0-0-1-152-258-331-1","0","0","0"
"0-0-0-146-258-2279-1","0","0","0"
"0-0-1-152-258-17-1","0","0","0"
"0-0-0-139-258-1230-1","0","0","0"
"0-0-0-148-258-847-1","0","0","0"
"0-0-1-144-258-1187-1","0","0","0"
"0-0-1-145-258-198-1","0","0","0"
"0-0-1-153-258-511-1","0","0","0"
"0-0-1-146-258-378-1","0","0","0"
"0-0-1-149-258-1600-1","0","0","0"
"0-0-1-152-258-2817-1","0","0","0"
"0-0-1-147-258-558-1","0","0","0"
"0-0-1-149-258-3772-1","0","0","0"
"0-0-0-151-258-697-1","0","0","0"
"0-0-1-150-258-1156-1","0","0","0"
"0-0-1-148-258-738-1","0","0","0"
"0-0-0-146-258-262-1","0","0","0"
"0-0-0-141-258-3631-1","0","0","0"
"0-0-1-153-258-1408-1","0","0","0"
"0-0-1-149-258-918-1","0","0","0"
"0-0-0-147-258-442-1","0","0","0"
"0-0-0-148-258-3623-1","0","0","0"
"0-0-1-153-258-2080-1","0","0","0"
"0-0-0-146-258-6247-1","0","0","0"
"0-0-0-149-258-2214-1","0","0","0"
"0-0-1-150-258-8134-1","0","0","0"
"0-0-0-145-258-4646-1","0","0","0"
"0-0-0-148-258-2785-1","0","0","0"
"0-0-0-152-258-560-1","0","0","0"
"0-0-0-149-258-1376-1","0","0","0"
"0-0-0-145-258-1636-1","0","0","0"
"0-0-1-147-258-4569-1","0","0","0"
"0-0-1-151-258-271-1","0","0","0"
"0-0-1-150-258-2114-1","0","0","0"
"0-0-1-152-258-451-1","0","0","0"
"0-0-0-148-258-967-1","0","0","0"
"0-0-1-150-258-4286-1","0","0","0"
"0-0-0-151-258-1605-1","0","0","0"
"0-0-1-141-258-3-1","0","0","0"
"0-0-0-151-258-3777-1","0","0","0"
"0-0-1-147-258-1559-1","0","0","0"
"0-0-4-151-258-1094-1","0","0","0"
"0-0-1-149-258-1720-1","0","0","0"
"0-0-10-152-258-502-1","0","0","0"
"0-0-1-147-258-678-1","0","0","0"
"0-0-1-149-258-3892-1","0","0","0"
"0-0-0-152-258-2368-1","0","0","0"
"0-0-1-150-258-1276-1","0","0","0"
"0-0-1-148-258-858-1","0","0","0"
"0-0-0-146-258-382-1","0","0","0"
"0-0-0-141-258-3751-1","0","0","0"
"0-0-0-147-258-562-1","0","0","0"
"0-0-0-149-258-2334-1","0","0","0"
"0-0-10-151-258-2051-1","0","0","0"
"0-0-0-145-258-4766-1","0","0","0"
"0-0-3-153-258-321-1","0","0","0"
"0-0-1-148-258-86-1","0","0","0"
"0-0-5-152-258-148-1","0","0","0"
"0-0-0-143-258-128-1","0","0","0"
"0-0-1-147-258-7699-1","0","0","0"
"0-0-0-144-258-308-1","0","0","0"
"0-0-12-148-258-1165-1","0","0","0"
"0-0-0-152-258-680-1","0","0","0"
"0-0-0-149-258-1496-1","0","0","0"
"0-0-0-145-258-1756-1","0","0","0"
"0-0-7-153-258-1930-1","0","0","0"
"0-0-1-147-258-2517-1","0","0","0"
"0-0-8-153-258-60-1","0","0","0"
"0-0-0-148-258-7711-1","0","0","0"
"0-0-1-151-258-391-1","0","0","0"
"0-0-0-152-258-3326-1","0","0","0"
"0-0-1-150-258-2234-1","0","0","0"
"0-0-1-148-258-1108-1","0","0","0"
"0-0-1-152-258-571-1","0","0","0"
"0-0-6-150-258-831-1","0","0","0"
"0-0-0-151-258-1725-1","0","0","0"
"0-0-1-153-258-751-1","0","0","0"
"0-0-0-148-258-4701-1","0","0","0"
"0-0-8-150-258-838-1","0","0","0"
"0-0-1-147-258-1679-1","0","0","0"
"0-0-1-149-258-1840-1","0","0","0"
"0-0-1-147-258-798-1","0","0","0"
"0-0-10-150-258-2908-1","0","0","0"
"0-0-0-152-258-2488-1","0","0","0"
"0-0-1-150-258-1396-1","0","0","0"
"0-0-1-148-258-978-1","0","0","0"
"0-0-1-153-258-1648-1","0","0","0"
"0-0-0-147-258-682-1","0","0","0"
"0-0-0-148-258-3863-1","0","0","0"
"0-0-1-150-258-6202-1","0","0","0"
"0-0-0-149-258-2454-1","0","0","0"
"0-0-0-145-258-2714-1","0","0","0"
"0-0-1-143-258-1622-1","0","0","0"
"0-0-0-143-258-1053-1","0","0","0"
"0-0-10-154-258-2423-1","0","0","0"
"0-0-0-143-258-248-1","0","0","0"
"0-0-7-152-258-1318-1","0","0","0"
"0-0-0-145-258-88-1","0","0","0"
"0-0-0-146-258-1305-1","0","0","0"
"0-0-0-144-258-428-1","0","0","0"
"0-0-1-148-258-4238-1","0","0","0"
"0-0-0-145-258-608-1","0","0","0"
"0-0-0-145-258-1876-1","0","0","0"
"0-0-0-151-258-4855-1","0","0","0"
"0-0-0-147-258-2068-1","0","0","0"
"0-0-1-143-258-139-1","0","0","0"
"0-0-7-150-258-62-1","0","0","0"
"0-0-1-149-258-4970-1","0","0","0"
"0-0-2-148-258-552-1","0","0","0"
"0-0-1-150-258-2354-1","0","0","0"
"0-0-1-148-258-1228-1","0","0","0"
"0-0-1-152-258-691-1","0","0","0"
"0-0-2-148-258-3969-1","0","0","0"
"0-0-0-151-258-1845-1","0","0","0"
"0-0-0-148-258-4821-1","0","0","0"
"0-0-1-147-258-1799-1","0","0","0"
"0-0-8-155-258-1973-1","0","0","0"
"0-0-1-149-258-1960-1","0","0","0"
"0-0-0-149-258-3412-1","0","0","0"
"0-0-0-148-258-1811-1","0","0","0"
"0-0-1-150-258-617-1","0","0","0"
"0-0-0-146-258-4435-1","0","0","0"
"0-0-0-149-258-2574-1","0","0","0"
"0-0-1-143-258-1742-1","0","0","0"
"0-0-0-150-258-501-1","0","0","0"
"0-0-0-143-258-1173-1","0","0","0"
"0-0-0-147-258-3026-1","0","0","0"
"0-0-0-143-258-368-1","0","0","0"
"0-0-7-152-258-1438-1","0","0","0"
"0-0-6-153-258-73-1","0","0","0"
"0-0-0-144-258-548-1","0","0","0"
"0-0-1-150-258-3312-1","0","0","0"
"0-0-0-146-258-3597-1","0","0","0"
"0-0-5-148-258-133-1","0","0","0"
"0-0-0-151-258-2803-1","0","0","0"
"0-0-0-145-258-728-1","0","0","0"
"0-0-0-149-258-9552-1","0","0","0"
"0-0-1-147-258-2757-1","0","0","0"
"0-0-0-146-258-908-1","0","0","0"
"0-0-0-147-258-2188-1","0","0","0"
"0-0-1-145-258-1096-1","0","0","0"
"0-0-1-151-258-4075-1","0","0","0"
"0-0-4-147-258-499-1","0","0","0"
"0-0-0-146-258-8403-1","0","0","0"
"0-0-1-150-258-2474-1","0","0","0"
"0-0-0-145-258-8974-1","0","0","0"
"0-0-1-151-258-1065-1","0","0","0"
"0-0-1-139-258-69-1","0","0","0"
"0-0-0-149-258-3532-1","0","0","0"
"0-0-1-143-258-2700-1","0","0","0"
"0-0-0-148-258-1931-1","0","0","0"
"0-0-0-143-258-2131-1","0","0","0"
"0-0-1-144-258-122-1","0","0","0"
"0-0-1-150-258-737-1","0","0","0"
"0-0-1-145-258-302-1","0","0","0"
"0-0-1-151-258-917-1","0","0","0"
"0-0-1-148-258-5316-1","0","0","0"
"0-0-0-145-258-2954-1","0","0","0"
"0-0-1-143-258-1862-1","0","0","0"
"0-0-0-147-258-3146-1","0","0","0"
"0-0-1-145-258-2054-1","0","0","0"
"0-0-6-149-258-549-1","0","0","0"
"0-0-0-151-258-801-1","0","0","0"
"0-0-0-144-258-668-1","0","0","0"
"0-0-1-148-258-2306-1","0","0","0"
"0-0-0-139-258-233-1","0","0","0"
"0-0-0-145-258-848-1","0","0","0"
"0-0-1-143-258-379-1","0","0","0"
"0-0-0-152-258-1514-1","0","0","0"
"0-0-1-149-258-3069-1","0","0","0"
"0-0-1-150-258-2594-1","0","0","0"
"0-0-1-148-258-1468-1","0","0","0"
"0-0-0-140-258-3499-1","0","0","0"
"0-0-1-151-258-1185-1","0","0","0"
"0-0-0-149-258-3652-1","0","0","0"
"0-0-0-145-258-3912-1","0","0","0"
"0-0-0-143-258-2251-1","0","0","0"
"0-0-7-152-258-2516-1","0","0","0"
"0-0-1-144-258-242-1","0","0","0"
"0-0-1-150-258-857-1","0","0","0"
"0-0-1-145-258-5184-1","0","0","0"
"0-0-1-146-258-602-1","0","0","0"
"0-0-1-147-258-3835-1","0","0","0"
"0-0-0-150-258-741-1","0","0","0"
"0-0-0-147-258-3266-1","0","0","0"
"0-0-1-145-258-2174-1","0","0","0"
"0-0-1-149-258-4027-1","0","0","0"
"0-0-0-151-258-921-1","0","0","0"
"0-0-0-146-258-1665-1","0","0","0"
"0-0-1-149-258-52-1","0","0","0"
"0-0-0-147-258-7459-1","0","0","0"
"0-0-0-144-258-788-1","0","0","0"
"0-0-1-150-258-3552-1","0","0","0"
"0-0-1-148-258-2426-1","0","0","0"
"0-0-1-147-258-2997-1","0","0","0"
"0-0-1-151-258-2143-1","0","0","0"
"0-0-0-152-258-1634-1","0","0","0"
"0-0-1-149-258-3189-1","0","0","0"
"0-0-0-147-258-4449-1","0","0","0"
"0-0-8-154-258-132-1","0","0","0"
"0-0-1-148-258-1588-1","0","0","0"
"0-0-1-143-258-43-1","0","0","0"
"0-0-8-150-258-27-1","0","0","0"
"0-0-2-151-258-611-1","0","0","0"
"0-0-0-146-258-5633-1","0","0","0"
"0-0-7-153-258-4237-1","0","0","0"
"0-0-0-143-258-2371-1","0","0","0"
"0-0-3-150-258-322-1","0","0","0"
"0-0-5-151-258-26-1","0","0","0"
"0-0-1-150-258-977-1","0","0","0"
"0-0-0-146-258-2623-1","0","0","0"
"0-0-0-141-258-309-1","0","0","0"
"0-0-1-146-258-722-1","0","0","0"
"0-0-0-147-258-1214-1","0","0","0"
"0-0-0-150-258-861-1","0","0","0"
"0-0-0-147-258-3386-1","0","0","0"
"0-0-1-147-258-902-1","0","0","0"
"0-0-1-150-258-1500-1","0","0","0"
"0-0-0-146-258-1785-1","0","0","0"
"0-0-1-150-258-3672-1","0","0","0"
"0-0-1-148-258-2546-1","0","0","0"
"0-0-0-146-258-54-1","0","0","0"
"0-0-6-151-258-308-1","0","0","0"
"0-0-0-153-258-3355-1","0","0","0"
"0-0-0-140-258-4577-1","0","0","0"
"0-0-1-149-258-1137-1","0","0","0"
"0-0-7-153-258-38-1","0","0","0"
"0-0-0-147-258-4569-1","0","0","0"
"0-0-0-140-258-1567-1","0","0","0"
"0-0-2-150-258-551-1","0","0","0"
"0-0-0-149-258-1720-1","0","0","0"
"0-0-1-144-258-4661-1","0","0","0"
"0-0-1-141-258-2899-1","0","0","0"
"0-0-10-152-258-1528-1","0","0","0"
"0-0-2-152-258-911-1","0","0","0"
"0-0-6-148-258-4400-1","0","0","0"
"0-0-1-144-258-482-1","0","0","0"
"0-0-0-140-258-249-1","0","0","0"
"0-0-0-146-258-2743-1","0","0","0"
"0-0-1-144-258-1651-1","0","0","0"
"0-0-7-150-258-1095-1","0","0","0"
"0-0-0-144-258-1082-1","0","0","0"
"0-0-0-141-258-429-1","0","0","0"
"0-0-1-148-258-5676-1","0","0","0"
"0-0-9-153-258-40-1","0","0","0"
"0-0-1-147-258-1903-1","0","0","0"
"0-0-1-146-258-842-1","0","0","0"
"0-0-0-147-258-1334-1","0","0","0"
"0-0-0-150-258-981-1","0","0","0"
"0-0-0-148-258-7128-1","0","0","0"
"0-0-0-152-258-2712-1","0","0","0"
"0-0-0-150-258-1051-1","0","0","0"
"0-0-1-148-258-2666-1","0","0","0"
"0-0-0-141-258-4126-1","0","0","0"
"0-0-1-141-258-6867-1","0","0","0"
"0-0-6-151-258-428-1","0","0","0"
"0-0-0-153-258-1303-1","0","0","0"
"0-0-3-153-258-1692-1","0","0","0"
"0-0-1-151-258-2383-1","0","0","0"
"0-0-1-149-258-1257-1","0","0","0"
"0-0-7-150-258-139-1","0","0","0"
"0-0-0-149-258-4850-1","0","0","0"
"0-0-0-144-258-5050-1","0","0","0"
"0-0-0-141-258-3288-1","0","0","0"
"0-0-1-139-258-484-1","0","0","0"
"0-0-0-148-258-1108-1","0","0","0"
"0-0-0-140-258-1687-1","0","0","0"
"0-0-2-151-258-851-1","0","0","0"
"0-0-0-149-258-1840-1","0","0","0"
"0-0-0-144-258-2040-1","0","0","0"
"0-0-1-143-258-1039-1","0","0","0"
"0-0-1-145-258-1200-1","0","0","0"
"0-0-0-146-258-2863-1","0","0","0"
"0-0-1-144-258-1771-1","0","0","0"
"0-0-6-149-258-3111-1","0","0","0"
"0-0-1-150-258-4750-1","0","0","0"
"0-0-1-148-258-3624-1","0","0","0"
"0-0-0-152-258-38-1","0","0","0"
"0-0-0-153-258-397-1","0","0","0"
"0-0-1-146-258-962-1","0","0","0"
"0-0-3-153-258-2650-1","0","0","0"
"0-0-0-147-258-1454-1","0","0","0"
"0-0-1-149-258-2215-1","0","0","0"
"0-0-0-149-258-142-1","0","0","0"
"0-0-1-150-258-1740-1","0","0","0"
"0-0-5-148-258-18-1","0","0","0"
"0-0-0-150-258-1171-1","0","0","0"
"0-0-1-143-258-9-1","0","0","0"
"0-0-0-148-258-4238-1","0","0","0"
"0-0-1-149-258-1377-1","0","0","0"
"0-0-5-150-258-252-1","0","0","0"
"0-0-0-152-258-1994-1","0","0","0"
"0-0-3-149-258-1046-1","0","0","0"
"0-0-1-152-258-1094-1","0","0","0"
"0-0-0-148-258-1228-1","0","0","0"
"0-0-5-152-258-612-1","0","0","0"
"0-0-1-145-258-4330-1","0","0","0"
"0-0-0-149-258-1960-1","0","0","0"
"0-0-0-144-258-2160-1","0","0","0"
"0-0-1-148-258-6754-1","0","0","0"
"0-0-7-148-258-20-1","0","0","0"
"0-0-0-147-258-2412-1","0","0","0"
"0-0-7-153-258-4597-1","0","0","0"
"0-0-0-150-258-3629-1","0","0","0"
"0-0-9-155-258-5927-1","0","0","0"
"0-0-0-146-258-2983-1","0","0","0"
"0-0-1-148-258-3744-1","0","0","0"
"0-0-0-141-258-669-1","0","0","0"
"0-0-7-153-258-1587-1","0","0","0"
"0-0-0-147-258-1574-1","0","0","0"
"0-0-9-151-258-129-1","0","0","0"
"0-0-0-149-258-262-1","0","0","0"
"0-0-1-150-258-1860-1","0","0","0"
"0-0-0-150-258-1291-1","0","0","0"
"0-0-1-152-258-2052-1","0","0","0"
"0-0-0-148-258-4358-1","0","0","0"
"0-0-1-149-258-153-1","0","0","0"
"0-0-7-150-258-3131-1","0","0","0"
"0-0-1-141-258-1925-1","0","0","0"
"0-0-0-141-258-1356-1","0","0","0"
"0-0-1-146-258-19-1","0","0","0"
"0-0-0-148-258-1348-1","0","0","0"
"0-0-0-144-258-1608-1","0","0","0"
"0-0-7-151-258-559-1","0","0","0"
"0-0-0-143-258-712-1","0","0","0"
"0-0-10-153-258-1317-1","0","0","0"
"0-0-0-146-258-3941-1","0","0","0"
"0-0-1-141-258-243-1","0","0","0"
"0-0-0-144-258-2280-1","0","0","0"
"0-0-0-147-258-2532-1","0","0","0"
"0-0-1-143-258-603-1","0","0","0"
"0-0-0-151-258-218-1","0","0","0"
"0-0-5-150-258-1635-1","0","0","0"
"0-0-0-147-258-6725-1","0","0","0"
"0-0-1-151-258-2909-1","0","0","0"
"0-0-0-141-258-789-1","0","0","0"
"0-0-4-153-258-1318-1","0","0","0"
"0-0-7-152-258-422-1","0","0","0"
"0-0-0-147-258-1694-1","0","0","0"
"0-0-9-151-258-249-1","0","0","0"
"0-0-1-151-258-3581-1","0","0","0"
"0-0-1-149-258-2455-1","0","0","0"
"0-0-0-144-258-7748-1","0","0","0"
"0-0-0-149-258-382-1","0","0","0"
"0-0-1-150-258-1980-1","0","0","0"
"0-0-0-141-258-2314-1","0","0","0"
"0-0-0-149-258-6079-1","0","0","0"
"0-0-8-151-258-133-1","0","0","0"
"0-0-0-148-258-2306-1","0","0","0"
"0-0-0-148-258-4478-1","0","0","0"
"0-0-0-147-258-20-1","0","0","0"
"0-0-1-149-258-273-1","0","0","0"
"0-0-0-145-258-3329-1","0","0","0"
"0-0-0-148-258-1468-1","0","0","0"
"0-0-3-150-258-2924-1","0","0","0"
"0-0-0-144-258-1728-1","0","0","0"
"0-0-0-143-258-832-1","0","0","0"
"0-0-7-152-258-1902-1","0","0","0"
"0-0-0-150-258-158-1","0","0","0"
"0-0-1-150-258-6-1","0","0","0"
"0-0-0-150-258-3869-1","0","0","0"
"0-0-1-149-258-3413-1","0","0","0"
"0-0-2-149-258-32-1","0","0","0"
"0-0-0-151-258-338-1","0","0","0"
"0-0-0-147-258-6845-1","0","0","0"
"0-0-1-148-258-1812-1","0","0","0"
"0-0-10-154-258-93-1","0","0","0"
"0-0-7-154-258-1256-1","0","0","0"
"0-0-6-149-258-3471-1","0","0","0"
"0-0-0-148-258-5436-1","0","0","0"
"0-0-0-148-258-2426-1","0","0","0"
"0-0-0-148-258-4598-1","0","0","0"
"0-0-0-144-258-4858-1","0","0","0"
"0-0-2-153-258-1452-1","0","0","0"
"0-0-1-149-258-393-1","0","0","0"
"0-0-0-149-258-1017-1","0","0","0"
"0-0-8-152-258-95-1","0","0","0"
"0-0-0-141-258-1596-1","0","0","0"
"0-0-0-148-258-1588-1","0","0","0"
"0-0-0-147-258-3610-1","0","0","0"
"0-0-0-144-258-1848-1","0","0","0"
"0-0-7-151-258-799-1","0","0","0"
"0-0-2-150-258-2475-1","0","0","0"
"0-0-4-152-258-3805-1","0","0","0"
"0-0-0-148-258-608-1","0","0","0"
"0-0-1-141-258-483-1","0","0","0"
"0-0-1-148-258-4942-1","0","0","0"
"0-0-0-151-258-3418-1","0","0","0"
"0-0-1-146-258-139-1","0","0","0"
"0-0-1-146-258-3281-1","0","0","0"
"0-0-0-150-258-1817-1","0","0","0"
"0-0-0-150-258-278-1","0","0","0"
"0-0-0-147-258-2772-1","0","0","0"
"0-0-1-147-258-319-1","0","0","0"
"0-0-0-152-258-2009-1","0","0","0"
"0-0-0-151-258-458-1","0","0","0"
"0-0-1-150-258-3089-1","0","0","0"
"0-0-0-147-258-203-1","0","0","0"
"0-0-0-151-258-1080-1","0","0","0"
"0-0-1-149-258-2695-1","0","0","0"
"0-0-0-149-258-4147-1","0","0","0"
"0-0-0-141-258-2554-1","0","0","0"
"0-0-1-143-258-3315-1","0","0","0"
"0-0-0-148-258-2546-1","0","0","0"
"0-0-0-152-258-321-1","0","0","0"
"0-0-0-149-258-1137-1","0","0","0"
"0-0-1-144-258-4078-1","0","0","0"
"0-0-0-145-258-3569-1","0","0","0"
"0-0-5-151-258-4434-1","0","0","0"
"0-0-0-144-258-1968-1","0","0","0"
"0-0-1-146-258-2729-1","0","0","0"
"0-0-1-152-258-212-1","0","0","0"
"0-0-0-148-258-728-1","0","0","0"
"0-0-1-144-258-1068-1","0","0","0"
"0-0-3-151-258-1755-1","0","0","0"
"0-0-0-149-258-908-1","0","0","0"
"0-0-4-150-258-96-1","0","0","0"
"0-0-1-146-258-259-1","0","0","0"
"0-0-7-148-258-844-1","0","0","0"
"0-0-0-150-258-1937-1","0","0","0"
"0-0-0-150-258-398-1","0","0","0"
"0-0-0-147-258-2892-1","0","0","0"
"0-0-1-143-258-963-1","0","0","0"
"0-0-1-147-258-439-1","0","0","0"
"0-0-1-149-258-3653-1","0","0","0"
"0-0-0-152-258-2129-1","0","0","0"
"0-0-0-151-258-578-1","0","0","0"
"0-0-1-150-258-1037-1","0","0","0"
"0-0-1-148-258-619-1","0","0","0"
"0-0-0-146-258-143-1","0","0","0"
"0-0-1-151-258-95-1","0","0","0"
"0-0-0-147-258-323-1","0","0","0"
"0-0-7-152-258-782-1","0","0","0"
"0-0-0-149-258-4267-1","0","0","0"
